year,city1,city2,fare,state1,state2
2021,Albuquerque,Boston,324.97,NM,MA (Metropolitan Area)
2021,Albuquerque,Boston,315.9,NM,MA (Metropolitan Area)
2021,Albuquerque,Boston,329.22,NM,MA (Metropolitan Area)
2021,Albuquerque,Washington,255.89,NM,DC (Metropolitan Area)
2021,Albuquerque,Washington,291.16,NM,DC (Metropolitan Area)
2021,Albuquerque,Washington,343.58,NM,DC (Metropolitan Area)
2021,Albuquerque,Chicago,231.66,NM,IL
2021,Albuquerque,Chicago,241.25,NM,IL
2021,Albuquerque,New York City,342.13,NM,NY (Metropolitan Area)
2021,Albuquerque,New York City,356.92,NM,NY (Metropolitan Area)
2021,Albuquerque,New York City,240.1,NM,NY (Metropolitan Area)
2021,Albuquerque,New York City,251.78,NM,NY (Metropolitan Area)
2021,Albuquerque,New York City,295.22,NM,NY (Metropolitan Area)
2021,Albuquerque,New York City,427.5,NM,NY (Metropolitan Area)
2021,Albuquerque,San Francisco,194.36,NM,CA (Metropolitan Area)
2021,Albuquerque,San Francisco,246.07,NM,CA (Metropolitan Area)
2021,Albuquerque,San Francisco,209.22,NM,CA (Metropolitan Area)
2021,Albuquerque,Los Angeles,205.45,NM,CA (Metropolitan Area)
2021,Albuquerque,Los Angeles,172.93,NM,CA (Metropolitan Area)
2021,Albuquerque,Los Angeles,201.28,NM,CA (Metropolitan Area)
2021,Albuquerque,Los Angeles,212.31,NM,CA (Metropolitan Area)
2021,Albuquerque,Los Angeles,222.87,NM,CA (Metropolitan Area)
2021,Nantucket,New York City,165.27,MA,NY (Metropolitan Area)
2021,Nantucket,New York City,189.08,MA,NY (Metropolitan Area)
2021,Nantucket,New York City,156.66,MA,NY (Metropolitan Area)
2021,Nantucket,New York City,157.09,MA,NY (Metropolitan Area)
2021,Colorado Springs,Washington,251.59,CO,DC (Metropolitan Area)
2021,Colorado Springs,Washington,278.14,CO,DC (Metropolitan Area)
2021,Colorado Springs,Washington,301.82,CO,DC (Metropolitan Area)
2021,Colorado Springs,Los Angeles,183.97,CO,CA (Metropolitan Area)
2021,Colorado Springs,Los Angeles,203.47,CO,CA (Metropolitan Area)
2021,Colorado Springs,Los Angeles,143.75,CO,CA (Metropolitan Area)
2021,Colorado Springs,Los Angeles,188.22,CO,CA (Metropolitan Area)
2021,Colorado Springs,Los Angeles,200.83,CO,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Denver,134.1,TX,CO
2021,Dallas/Fort Worth,Denver,134.51,TX,CO
2021,Dallas/Fort Worth,Seattle,193.65,TX,WA
2021,Dallas/Fort Worth,Seattle,215.53,TX,WA
2021,Dallas/Fort Worth,Nashville,157.21,TX,TN
2021,Dallas/Fort Worth,Nashville,172.04,TX,TN
2021,Dallas/Fort Worth,Washington,176.22,TX,DC (Metropolitan Area)
2021,Dallas/Fort Worth,Washington,202.77,TX,DC (Metropolitan Area)
2021,Dallas/Fort Worth,Washington,226.73,TX,DC (Metropolitan Area)
2021,Dallas/Fort Worth,Washington,181.97,TX,DC (Metropolitan Area)
2021,Dallas/Fort Worth,Washington,252.24,TX,DC (Metropolitan Area)
2021,Dallas/Fort Worth,Washington,248.61,TX,DC (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,219.33,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,230.18,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,179.65,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,185.84,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,169.62,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,201.73,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,277.56,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,295.83,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,192.11,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,204.68,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,New York City,225.21,TX,NY (Metropolitan Area)
2021,Dallas/Fort Worth,Las Vegas,170.82,TX,NV
2021,Dallas/Fort Worth,Las Vegas,183.07,TX,NV
2021,Dallas/Fort Worth,San Francisco,187.84,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,San Francisco,206.97,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,San Francisco,204.27,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,San Francisco,157.63,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,San Francisco,229.36,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,San Francisco,267.73,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,171.31,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,148.72,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,143.98,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,181.88,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,209.29,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,216.01,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,165.93,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,174.28,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,186.26,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,Los Angeles,237.59,TX,CA (Metropolitan Area)
2021,Dallas/Fort Worth,New Orleans,124.38,TX,LA
2021,Dallas/Fort Worth,New Orleans,137.7,TX,LA
2021,Dallas/Fort Worth,San Diego,193.13,TX,CA
2021,Dallas/Fort Worth,San Diego,218.41,TX,CA
2021,Dallas/Fort Worth,Portland,215.43,TX,OR
2021,Dallas/Fort Worth,Portland,227.64,TX,OR
2021,Pittsburgh,San Francisco,297.78,PA,CA (Metropolitan Area)
2021,Pittsburgh,San Francisco,361.78,PA,CA (Metropolitan Area)
2021,Pittsburgh,San Francisco,321.69,PA,CA (Metropolitan Area)
2021,Huntsville,Washington,270.79,AL,DC (Metropolitan Area)
2021,Huntsville,Washington,274.03,AL,DC (Metropolitan Area)
2021,Huntsville,Washington,244.29,AL,DC (Metropolitan Area)
2021,Albany,Washington,173.61,NY,DC (Metropolitan Area)
2021,Albany,Washington,210.15,NY,DC (Metropolitan Area)
2021,Albany,Washington,216.55,NY,DC (Metropolitan Area)
2021,Albany,Chicago,192.16,NY,IL
2021,Albany,Chicago,242.4,NY,IL
2021,Albany,Los Angeles,308.06,NY,CA (Metropolitan Area)
2021,Albany,Los Angeles,400.71,NY,CA (Metropolitan Area)
2021,Albany,Los Angeles,289.46,NY,CA (Metropolitan Area)
2021,Albany,Los Angeles,317.85,NY,CA (Metropolitan Area)
2021,Albany,Los Angeles,391.8,NY,CA (Metropolitan Area)
2021,Denver,Washington,201.47,CO,DC (Metropolitan Area)
2021,Denver,Washington,174.94,CO,DC (Metropolitan Area)
2021,Denver,Washington,234.96,CO,DC (Metropolitan Area)
2021,Denver,New York City,294.26,CO,NY (Metropolitan Area)
2021,Denver,New York City,302.89,CO,NY (Metropolitan Area)
2021,Denver,New York City,233.73,CO,NY (Metropolitan Area)
2021,Denver,New York City,245.76,CO,NY (Metropolitan Area)
2021,Denver,New York City,251.89,CO,NY (Metropolitan Area)
2021,Denver,New York City,279.05,CO,NY (Metropolitan Area)
2021,Denver,San Francisco,153.57,CO,CA (Metropolitan Area)
2021,Denver,San Francisco,186.15,CO,CA (Metropolitan Area)
2021,Denver,San Francisco,205.14,CO,CA (Metropolitan Area)
2021,Denver,Los Angeles,142.75,CO,CA (Metropolitan Area)
2021,Denver,Los Angeles,133.12,CO,CA (Metropolitan Area)
2021,Denver,Los Angeles,112.51,CO,CA (Metropolitan Area)
2021,Denver,Los Angeles,130.66,CO,CA (Metropolitan Area)
2021,Denver,Los Angeles,133.59,CO,CA (Metropolitan Area)
2021,Atlanta,Boston,204.01,GA (Metropolitan Area),MA (Metropolitan Area)
2021,Atlanta,Boston,249.63,GA (Metropolitan Area),MA (Metropolitan Area)
2021,Atlanta,Boston,220.73,GA (Metropolitan Area),MA (Metropolitan Area)
2021,Atlanta,Washington,150.03,GA (Metropolitan Area),DC (Metropolitan Area)
2021,Atlanta,Washington,163.76,GA (Metropolitan Area),DC (Metropolitan Area)
2021,Atlanta,Washington,153.95,GA (Metropolitan Area),DC (Metropolitan Area)
2021,Atlanta,Chicago,134.27,GA (Metropolitan Area),IL
2021,Atlanta,Chicago,138.01,GA (Metropolitan Area),IL
2021,Atlanta,Columbus,155.51,GA (Metropolitan Area),OH
2021,Atlanta,New York City,171.22,GA (Metropolitan Area),NY (Metropolitan Area)
2021,Atlanta,New York City,253.47,GA (Metropolitan Area),NY (Metropolitan Area)
2021,Atlanta,New York City,115.59,GA (Metropolitan Area),NY (Metropolitan Area)
2021,Atlanta,New York City,200.77,GA (Metropolitan Area),NY (Metropolitan Area)
2021,Atlanta,New York City,191.11,GA (Metropolitan Area),NY (Metropolitan Area)
2021,Atlanta,New York City,286.57,GA (Metropolitan Area),NY (Metropolitan Area)
2021,Atlanta,San Francisco,213.36,GA (Metropolitan Area),CA (Metropolitan Area)
2021,Atlanta,San Francisco,311.2,GA (Metropolitan Area),CA (Metropolitan Area)
2021,Atlanta,San Francisco,299.63,GA (Metropolitan Area),CA (Metropolitan Area)
2021,Atlanta,Los Angeles,265.18,GA (Metropolitan Area),CA (Metropolitan Area)
2021,Atlanta,Los Angeles,255.44,GA (Metropolitan Area),CA (Metropolitan Area)
2021,Atlanta,Los Angeles,171.36,GA (Metropolitan Area),CA (Metropolitan Area)
2021,Atlanta,Los Angeles,229.92,GA (Metropolitan Area),CA (Metropolitan Area)
2021,Atlanta,Los Angeles,324.4,GA (Metropolitan Area),CA (Metropolitan Area)
2021,Austin,Boston,234.75,TX,MA (Metropolitan Area)
2021,Austin,Boston,270.31,TX,MA (Metropolitan Area)
2021,Austin,Boston,256.26,TX,MA (Metropolitan Area)
2021,Austin,Washington,213.39,TX,DC (Metropolitan Area)
2021,Austin,Washington,228.91,TX,DC (Metropolitan Area)
2021,Austin,Washington,232.01,TX,DC (Metropolitan Area)
2021,Austin,Chicago,161.03,TX,IL
2021,Austin,Chicago,174.74,TX,IL
2021,Austin,New York City,194.82,TX,NY (Metropolitan Area)
2021,Austin,New York City,282.81,TX,NY (Metropolitan Area)
2021,Austin,New York City,243.9,TX,NY (Metropolitan Area)
2021,Austin,New York City,238.85,TX,NY (Metropolitan Area)
2021,Austin,New York City,245.93,TX,NY (Metropolitan Area)
2021,Austin,New York City,291.71,TX,NY (Metropolitan Area)
2021,Austin,San Francisco,194.76,TX,CA (Metropolitan Area)
2021,Austin,San Francisco,214.79,TX,CA (Metropolitan Area)
2021,Austin,San Francisco,199.64,TX,CA (Metropolitan Area)
2021,Austin,Los Angeles,150.36,TX,CA (Metropolitan Area)
2021,Austin,Los Angeles,136.77,TX,CA (Metropolitan Area)
2021,Austin,Los Angeles,141.78,TX,CA (Metropolitan Area)
2021,Austin,Los Angeles,183.69,TX,CA (Metropolitan Area)
2021,Austin,Los Angeles,180.81,TX,CA (Metropolitan Area)
2021,Asheville,New York City,148.98,NC,NY (Metropolitan Area)
2021,Asheville,New York City,277.73,NC,NY (Metropolitan Area)
2021,Asheville,New York City,313.54,NC,NY (Metropolitan Area)
2021,Asheville,New York City,288.44,NC,NY (Metropolitan Area)
2021,Asheville,New York City,188.89,NC,NY (Metropolitan Area)
2021,Tucson,Washington,281.12,AZ,DC (Metropolitan Area)
2021,Tucson,Washington,294.24,AZ,DC (Metropolitan Area)
2021,Tucson,Washington,301.84,AZ,DC (Metropolitan Area)
2021,Phoenix,Seattle,130.25,AZ,WA
2021,Phoenix,Washington,251.82,AZ,DC (Metropolitan Area)
2021,Phoenix,Washington,271.57,AZ,DC (Metropolitan Area)
2021,Phoenix,Washington,275.61,AZ,DC (Metropolitan Area)
2021,Phoenix,San Francisco,87.3,AZ,CA (Metropolitan Area)
2021,Phoenix,San Francisco,130.19,AZ,CA (Metropolitan Area)
2021,Phoenix,San Francisco,135.5,AZ,CA (Metropolitan Area)
2021,Phoenix,San Francisco,167.12,AZ,CA (Metropolitan Area)
2021,Phoenix,San Diego,80.56,AZ,CA
2021,Phoenix,San Diego,151.74,AZ,CA
2021,Phoenix,Portland,187.05,AZ,OR
2021,Hartford,Washington,167.29,CT,DC (Metropolitan Area)
2021,Hartford,Washington,184.39,CT,DC (Metropolitan Area)
2021,Hartford,Washington,173.56,CT,DC (Metropolitan Area)
2021,Hartford,San Francisco,285.98,CT,CA (Metropolitan Area)
2021,Hartford,San Francisco,293.61,CT,CA (Metropolitan Area)
2021,Hartford,San Francisco,354.91,CT,CA (Metropolitan Area)
2021,Hartford,Los Angeles,334.11,CT,CA (Metropolitan Area)
2021,Hartford,Los Angeles,253.67,CT,CA (Metropolitan Area)
2021,Hartford,Los Angeles,199.7,CT,CA (Metropolitan Area)
2021,Hartford,Los Angeles,336.33,CT,CA (Metropolitan Area)
2021,Hartford,Los Angeles,353.89,CT,CA (Metropolitan Area)
2021,Seattle,Washington,258.97,WA,DC (Metropolitan Area)
2021,Seattle,Washington,260.19,WA,DC (Metropolitan Area)
2021,Seattle,Washington,252.7,WA,DC (Metropolitan Area)
2021,Birmingham,Washington,194.02,AL,DC (Metropolitan Area)
2021,Birmingham,Washington,231.66,AL,DC (Metropolitan Area)
2021,Birmingham,Washington,255.77,AL,DC (Metropolitan Area)
2021,Birmingham,Chicago,169.54,AL,IL
2021,Birmingham,Chicago,193.43,AL,IL
2021,Birmingham,New York City,245.25,AL,NY (Metropolitan Area)
2021,Birmingham,New York City,262.8,AL,NY (Metropolitan Area)
2021,Birmingham,New York City,230.38,AL,NY (Metropolitan Area)
2021,Birmingham,New York City,236.91,AL,NY (Metropolitan Area)
2021,Birmingham,New York City,242.99,AL,NY (Metropolitan Area)
2021,Birmingham,New York City,261.14,AL,NY (Metropolitan Area)
2021,Birmingham,Los Angeles,282.84,AL,CA (Metropolitan Area)
2021,Birmingham,Los Angeles,322.14,AL,CA (Metropolitan Area)
2021,Birmingham,Los Angeles,229.87,AL,CA (Metropolitan Area)
2021,Birmingham,Los Angeles,298.67,AL,CA (Metropolitan Area)
2021,Birmingham,Los Angeles,311.23,AL,CA (Metropolitan Area)
2021,El Paso,Washington,296.52,TX,DC (Metropolitan Area)
2021,El Paso,Washington,287.29,TX,DC (Metropolitan Area)
2021,El Paso,Washington,343.64,TX,DC (Metropolitan Area)
2021,El Paso,New York City,353.64,TX,NY (Metropolitan Area)
2021,El Paso,New York City,319.86,TX,NY (Metropolitan Area)
2021,El Paso,New York City,422.33,TX,NY (Metropolitan Area)
2021,El Paso,New York City,354.8,TX,NY (Metropolitan Area)
2021,El Paso,New York City,295.51,TX,NY (Metropolitan Area)
2021,El Paso,Los Angeles,185.26,TX,CA (Metropolitan Area)
2021,El Paso,Los Angeles,172.36,TX,CA (Metropolitan Area)
2021,El Paso,Los Angeles,184.79,TX,CA (Metropolitan Area)
2021,El Paso,Los Angeles,200.6,TX,CA (Metropolitan Area)
2021,El Paso,Los Angeles,202.39,TX,CA (Metropolitan Area)
2021,Cleveland,Denver,258.09,OH (Metropolitan Area),CO
2021,Cleveland,Denver,194.76,OH (Metropolitan Area),CO
2021,Cleveland,Seattle,325.45,OH (Metropolitan Area),WA
2021,Cleveland,Seattle,293.86,OH (Metropolitan Area),WA
2021,Cleveland,Nashville,212.87,OH (Metropolitan Area),TN
2021,Cleveland,Nashville,164.05,OH (Metropolitan Area),TN
2021,Cleveland,Washington,134.9,OH (Metropolitan Area),DC (Metropolitan Area)
2021,Cleveland,Washington,136.48,OH (Metropolitan Area),DC (Metropolitan Area)
2021,Cleveland,Washington,140.18,OH (Metropolitan Area),DC (Metropolitan Area)
2021,Cleveland,Washington,155.64,OH (Metropolitan Area),DC (Metropolitan Area)
2021,Cleveland,Washington,168.55,OH (Metropolitan Area),DC (Metropolitan Area)
2021,Cleveland,New York City,321.43,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,New York City,153.57,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,New York City,610.0,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,New York City,245.17,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,New York City,193.1,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,New York City,177.09,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,New York City,177.22,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,New York City,199.46,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,New York City,185.22,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,New York City,236.25,OH (Metropolitan Area),NY (Metropolitan Area)
2021,Cleveland,Las Vegas,307.14,OH (Metropolitan Area),NV
2021,Cleveland,Las Vegas,177.32,OH (Metropolitan Area),NV
2021,Cleveland,San Francisco,80.0,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,San Francisco,382.16,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,San Francisco,266.5,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,San Francisco,265.05,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,San Francisco,355.52,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,San Francisco,313.89,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,369.33,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,327.59,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,369.67,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,375.01,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,353.18,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,315.31,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,240.8,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,234.36,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,301.12,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,Los Angeles,325.11,OH (Metropolitan Area),CA (Metropolitan Area)
2021,Cleveland,San Diego,374.36,OH (Metropolitan Area),CA
2021,Cleveland,San Diego,301.27,OH (Metropolitan Area),CA
2021,Nashville,Washington,182.48,TN,DC (Metropolitan Area)
2021,Nashville,Washington,172.7,TN,DC (Metropolitan Area)
2021,Nashville,Washington,199.78,TN,DC (Metropolitan Area)
2021,Nashville,New York City,174.41,TN,NY (Metropolitan Area)
2021,Nashville,New York City,236.13,TN,NY (Metropolitan Area)
2021,Nashville,New York City,184.16,TN,NY (Metropolitan Area)
2021,Nashville,New York City,184.45,TN,NY (Metropolitan Area)
2021,Nashville,New York City,172.81,TN,NY (Metropolitan Area)
2021,Nashville,New York City,230.72,TN,NY (Metropolitan Area)
2021,Nashville,San Francisco,255.51,TN,CA (Metropolitan Area)
2021,Nashville,San Francisco,295.86,TN,CA (Metropolitan Area)
2021,Nashville,San Francisco,239.09,TN,CA (Metropolitan Area)
2021,Boise,Chicago,175.03,ID,IL
2021,Boise,Chicago,211.59,ID,IL
2021,Boise,New York City,329.44,ID,NY (Metropolitan Area)
2021,Boise,New York City,319.75,ID,NY (Metropolitan Area)
2021,Boise,New York City,200.71,ID,NY (Metropolitan Area)
2021,Boise,New York City,283.09,ID,NY (Metropolitan Area)
2021,Boise,San Francisco,123.69,ID,CA (Metropolitan Area)
2021,Boise,San Francisco,132.77,ID,CA (Metropolitan Area)
2021,Boise,San Francisco,140.22,ID,CA (Metropolitan Area)
2021,Boise,Los Angeles,151.28,ID,CA (Metropolitan Area)
2021,Boise,Los Angeles,123.44,ID,CA (Metropolitan Area)
2021,Boise,Los Angeles,122.43,ID,CA (Metropolitan Area)
2021,Boise,Los Angeles,164.78,ID,CA (Metropolitan Area)
2021,Boise,Los Angeles,136.61,ID,CA (Metropolitan Area)
2021,Boston,Denver,273.53,MA (Metropolitan Area),CO
2021,Boston,Denver,300.03,MA (Metropolitan Area),CO
2021,Boston,Denver,290.82,MA (Metropolitan Area),CO
2021,Boston,Seattle,303.52,MA (Metropolitan Area),WA
2021,Boston,Seattle,329.41,MA (Metropolitan Area),WA
2021,Boston,Seattle,352.78,MA (Metropolitan Area),WA
2021,Boston,Nashville,204.54,MA (Metropolitan Area),TN
2021,Boston,Nashville,248.91,MA (Metropolitan Area),TN
2021,Boston,Nashville,229.95,MA (Metropolitan Area),TN
2021,Boston,Washington,176.19,MA (Metropolitan Area),DC (Metropolitan Area)
2021,Boston,Washington,166.98,MA (Metropolitan Area),DC (Metropolitan Area)
2021,Boston,Washington,188.15,MA (Metropolitan Area),DC (Metropolitan Area)
2021,Boston,Washington,171.93,MA (Metropolitan Area),DC (Metropolitan Area)
2021,Boston,Washington,202.8,MA (Metropolitan Area),DC (Metropolitan Area)
2021,Boston,Washington,199.21,MA (Metropolitan Area),DC (Metropolitan Area)
2021,Boston,Washington,190.03,MA (Metropolitan Area),DC (Metropolitan Area)
2021,Boston,Washington,225.09,MA (Metropolitan Area),DC (Metropolitan Area)
2021,Boston,Washington,240.61,MA (Metropolitan Area),DC (Metropolitan Area)
2021,Boston,Chicago,187.32,MA (Metropolitan Area),IL
2021,Boston,Chicago,198.46,MA (Metropolitan Area),IL
2021,Boston,Chicago,203.15,MA (Metropolitan Area),IL
2021,Boston,Chicago,263.33,MA (Metropolitan Area),IL
2021,Boston,Chicago,212.59,MA (Metropolitan Area),IL
2021,Boston,Chicago,265.31,MA (Metropolitan Area),IL
2021,Boston,Columbus,218.12,MA (Metropolitan Area),OH
2021,Boston,Columbus,224.29,MA (Metropolitan Area),OH
2021,Boston,Columbus,255.86,MA (Metropolitan Area),OH
2021,Boston,New York City,153.93,MA (Metropolitan Area),NY (Metropolitan Area)
2021,Boston,New York City,491.5,MA (Metropolitan Area),NY (Metropolitan Area)
2021,Boston,New York City,243.0,MA (Metropolitan Area),NY (Metropolitan Area)
2021,Boston,New York City,208.88,MA (Metropolitan Area),NY (Metropolitan Area)
2021,Boston,New York City,185.95,MA (Metropolitan Area),NY (Metropolitan Area)
2021,Boston,New York City,260.2,MA (Metropolitan Area),NY (Metropolitan Area)
2021,Boston,New York City,280.35,MA (Metropolitan Area),NY (Metropolitan Area)
2021,Boston,Las Vegas,291.01,MA (Metropolitan Area),NV
2021,Boston,Las Vegas,298.79,MA (Metropolitan Area),NV
2021,Boston,Las Vegas,296.19,MA (Metropolitan Area),NV
2021,Boston,San Francisco,316.65,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,San Francisco,397.02,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,San Francisco,308.5,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,San Francisco,326.17,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,San Francisco,405.26,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,San Francisco,393.34,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,San Francisco,342.96,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,San Francisco,392.13,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,San Francisco,341.45,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,239.55,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,324.62,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,262.84,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,325.75,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,361.21,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,297.27,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,354.57,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,276.48,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,327.72,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,354.52,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,301.0,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,344.76,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,239.43,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,416.56,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,Los Angeles,388.1,MA (Metropolitan Area),CA (Metropolitan Area)
2021,Boston,New Orleans,218.52,MA (Metropolitan Area),LA
2021,Boston,New Orleans,264.41,MA (Metropolitan Area),LA
2021,Boston,New Orleans,317.21,MA (Metropolitan Area),LA
2021,Boston,San Diego,326.19,MA (Metropolitan Area),CA
2021,Boston,San Diego,318.12,MA (Metropolitan Area),CA
2021,Boston,San Diego,349.32,MA (Metropolitan Area),CA
2021,Boston,Portland,308.48,MA (Metropolitan Area),OR
2021,Boston,Portland,339.53,MA (Metropolitan Area),OR
2021,Boston,Portland,351.17,MA (Metropolitan Area),OR
2021,Burlington,Washington,282.69,VT,DC (Metropolitan Area)
2021,Burlington,Washington,231.59,VT,DC (Metropolitan Area)
2021,Burlington,Washington,258.36,VT,DC (Metropolitan Area)
2021,Buffalo,Washington,148.18,NY,DC (Metropolitan Area)
2021,Buffalo,Washington,170.33,NY,DC (Metropolitan Area)
2021,Buffalo,Washington,172.51,NY,DC (Metropolitan Area)
2021,Buffalo,Chicago,153.63,NY,IL
2021,Buffalo,Chicago,188.35,NY,IL
2021,Buffalo,New York City,191.15,NY,NY (Metropolitan Area)
2021,Buffalo,New York City,225.67,NY,NY (Metropolitan Area)
2021,Buffalo,New York City,195.26,NY,NY (Metropolitan Area)
2021,Buffalo,New York City,186.95,NY,NY (Metropolitan Area)
2021,Buffalo,New York City,174.07,NY,NY (Metropolitan Area)
2021,Buffalo,New York City,206.0,NY,NY (Metropolitan Area)
2021,Buffalo,Los Angeles,310.2,NY,CA (Metropolitan Area)
2021,Buffalo,Los Angeles,270.59,NY,CA (Metropolitan Area)
2021,Buffalo,Los Angeles,244.26,NY,CA (Metropolitan Area)
2021,Buffalo,Los Angeles,312.47,NY,CA (Metropolitan Area)
2021,Buffalo,Los Angeles,306.33,NY,CA (Metropolitan Area)
2021,Bozeman,Washington,269.58,MT,DC (Metropolitan Area)
2021,Bozeman,Washington,256.84,MT,DC (Metropolitan Area)
2021,Bozeman,Washington,265.2,MT,DC (Metropolitan Area)
2021,Bozeman,Chicago,218.02,MT,IL
2021,Bozeman,Chicago,218.05,MT,IL
2021,Bozeman,New York City,309.48,MT,NY (Metropolitan Area)
2021,Bozeman,New York City,306.59,MT,NY (Metropolitan Area)
2021,Bozeman,New York City,498.25,MT,NY (Metropolitan Area)
2021,Bozeman,New York City,228.96,MT,NY (Metropolitan Area)
2021,Bozeman,New York City,273.39,MT,NY (Metropolitan Area)
2021,Bozeman,San Francisco,204.75,MT,CA (Metropolitan Area)
2021,Bozeman,San Francisco,245.65,MT,CA (Metropolitan Area)
2021,Bozeman,San Francisco,224.49,MT,CA (Metropolitan Area)
2021,Bozeman,Los Angeles,152.81,MT,CA (Metropolitan Area)
2021,Bozeman,Los Angeles,157.99,MT,CA (Metropolitan Area)
2021,Bozeman,Los Angeles,231.97,MT,CA (Metropolitan Area)
2021,Bozeman,Los Angeles,186.95,MT,CA (Metropolitan Area)
